transcription,file_name
ngo dou nam zyu wui gaau jau hing ceoi ge jan heoi hok ping jam,common_voice_yue_33054278
tau sou ge jan dou hai jyut jyu jung wu,common_voice_yue_33054280
can siu ze hoeng gok haa cyun sung zo jat go si coeng dau dung,common_voice_yue_31259411
gam ne pai jam seon ne,common_voice_yue_31259412
bat jin m ho nang jau gam faai ge,common_voice_yue_31259413
soeng seon nei go mong zi ho ji,common_voice_yue_31781980
siu hok saang lin bou sau koi nim dou mou wu dak hou mou ping jam zau m sik,common_voice_yue_31781981
ngo zung ji ge din si kek tung din jing leoi jing,common_voice_yue_31781982
gei si ge si,common_voice_yue_31634921
daan jau jat go tiu gin,common_voice_yue_31634923
bin go zo ngo zi jau ngo zau bong bin go sau keoi pei zau gam gaan daan,common_voice_yue_31634924
ngo zan gaan heoi sai sau,common_voice_yue_32263540
ngo man keoi jyun m jyun ji tung ngo ham keoi waa m zai gok dak gam hou wu zou,common_voice_yue_32263576
zoeng man tai cin hau gwo cing luk lok lai,common_voice_yue_32263579
keoi dei baan lou je sik gu bat faa,common_voice_yue_32306852
nei mou liu sin nam zyu lai liu haa ngo,common_voice_yue_32306853
ngo tung soeng dou teng dou di jan waa ngo hou daai sik,common_voice_yue_32306862
gei sap nin jau jat go leon wui mou baan faat,common_voice_yue_33099025
sung gwaan mou wu jam zi gei zau wui zan hai gaau m cing go zi dim duk,common_voice_yue_33099060
ngo ge dou ceot jin gwo,common_voice_yue_33099062
ngo zau hai haak gaa jan,common_voice_yue_31418974
soeng si gwai heoi jat ji mou,common_voice_yue_31418975
zi cin bei jat bun jan waai ji keoi sau zaap jung wu si jan seon sik,common_voice_yue_31418976
gam mai zik hai jin san tou leon,common_voice_yue_32268673
nei din jau gei do,common_voice_yue_32268674
ji ce zung hou fun jing tim,common_voice_yue_32268675
nei zou gwo zeoi wo sam ge si hai mat,common_voice_yue_32269592
sik ge dou jau bat gwo hai jip jyu ge,common_voice_yue_32269593
giu keoi heoi dai dou dang laa,common_voice_yue_32269594
ngo daa din waa bei nei,common_voice_yue_32334070
ngo gok dak jau si gaan ngo dei ho ji heoi fan lin daai sing sing,common_voice_yue_32334071
nei dou sin gei go,common_voice_yue_32334072
giu keoi heoi dai dou dang laa,common_voice_yue_31733875
ngo ji gaa dou hou soeng wan faan jat go tung ji cin gau baan bun ge zoeng soeng jyut duk jat joeng ge jyun gin,common_voice_yue_31733877
ji cin tai nei jung gwo,common_voice_yue_31733878
nei go zi hai mat je ji si,common_voice_yue_31932378
zau jat zau jau jat jau jyun jau seoi jyut ho wui sau,common_voice_yue_31932405
lou jat bui hou seon aa je ge,common_voice_yue_31932406
hai mai daa soeng heoi zau dak ga laa,common_voice_yue_32079846
nei m sai zi ji ngo wui gwai dai,common_voice_yue_32079847
jam ho m suk jyu nei ge je m zeon lyun juk,common_voice_yue_32079848
bin jat zung faat jam bei gaau de,common_voice_yue_33168373
gong zan geoi ngo hai jau se sin mou sin saang nei ho ji on hoeng jat zi,common_voice_yue_33168388
ji gaa hai soeng jung,common_voice_yue_33168390
hung dou lok hoeng gong,common_voice_yue_31205237
baai dang zau zan hai gwong tau la,common_voice_yue_31205240
zoi bou cung jat haa,common_voice_yue_31205241
jau jam zau jau sik hoi sin jan zyu tung fung aa,common_voice_yue_32256786
ngo ji wai nei hai jiu teoi zin san bin ge jan,common_voice_yue_32256788
gam nin ge saang jat gam joeng zau gau ngo ji ging hou mun zuk,common_voice_yue_32256789
jau san hong muk cam maai ngo aa,common_voice_yue_32200876
ngo gok dak zung gwok gam joeng cing ling faat ci zou beng duk mei sei di si man sin sei,common_voice_yue_32200878
nei gong hai zau hai ge waa gam zau hai,common_voice_yue_32200879
jyu gu nei zeon bei hou zau ceot lai tung aa maa king haa laa,common_voice_yue_31784627
mat gwai je gei jik lik,common_voice_yue_31784628
jau gwaan nei mat si,common_voice_yue_31784629
jat zou aai jau di jan sau pei,common_voice_yue_33017487
jyun gin ngo ji gaa zung jau hai din nou jap bin,common_voice_yue_33017503
daan hai ngaang hai gok dak jyu jin man faa gan zo bak jan gam,common_voice_yue_33017565
ni go hai m hai noi baau jam ne,common_voice_yue_32268491
dou hai jau do sing ge,common_voice_yue_32268492
ngo dei nei baan m tung sing gaak ge jan dim zyu hai tung jat uk jim haa,common_voice_yue_32268495
hai zing fu zou co si ge sing bun taai dai,common_voice_yue_32997626
ngo man keoi zou me m ceot gwok,common_voice_yue_32998015
bat gwo ngo se ge je mei bit hou do,common_voice_yue_32998029
maai go di m hai mau gwok gwok noi ge jyu gaau ci ban zau hai jung bo lei seoi zing ge zyu lin,common_voice_yue_32270398
zung hai ji tung kai mung gaau coi,common_voice_yue_32270401
geoi tai dim zou ngo m zi bat gwo nei ho ji zik zip man haa keoi,common_voice_yue_32270428
ngo ji gaa maai gan ge hai bin bou,common_voice_yue_31939129
ngo dou ho ji ga,common_voice_yue_31939133
ji gaa hai jan wai keoi dei gok dak jung wu m gau sin zi jat zik m hang ceot,common_voice_yue_31939137
fei jung dou hai hou do,common_voice_yue_32517905
nei dou ge soeng pin hai mui go jan duk laap soeng zoi ge,common_voice_yue_32517978
nei gam lou hei hai gaai kyut m dou nei mou seoi ge man tai ga,common_voice_yue_32517979
jung jyu jam gong laa,common_voice_yue_31361475
ci din ge je m wui jim do ge,common_voice_yue_31361477
ji ce keoi zung hai jat go gaau si,common_voice_yue_31361478
guk go jyut ping syu jap faat,common_voice_yue_32979749
ngo dou m dak haan,common_voice_yue_32979781
tai m dou zau co gwo la,common_voice_yue_32979785
bei sau go nei ting hou ci hou do go dou jau co,common_voice_yue_32968656
gam gang hai lo go ping hang ze,common_voice_yue_32968696
dang ngo jau cin maai nei go,common_voice_yue_32968699
aa maa jat zik dou zi nei hai san hok haau hou m zi zoi,common_voice_yue_32265460
so ji ngo aa maa zau giu ngo hok jau seoi,common_voice_yue_32265465
nei go ling ngo hou sat mong,common_voice_yue_32265466
cing lau ji kwan gung gou,common_voice_yue_31227148
sai mat gaau dou gam gan zoeng ze,common_voice_yue_31227150
wui m wui zau m cing co laa,common_voice_yue_31227151
m caa jik dou jau goi zeon hung gaan,common_voice_yue_32256444
gam nei di zi dou si hau hai daai zung jung ge,common_voice_yue_32256445
zoeng sing zik hou ge hok saang pin sing jat baan,common_voice_yue_32256446
waak ze nei go ji gwai hai so zyu zo zek mo gwai,common_voice_yue_31721303
keoi tai lok hai zeoi m tung go go,common_voice_yue_31721305
nei dou dou gei zing ge,common_voice_yue_31721307
keoi aa maa tung keoi zau faan gwo lai,common_voice_yue_31361790
m seoi jiu hok,common_voice_yue_31361791
ji gaa di jan jyut jyu seoi zeon haa gong zau hai di jan jyun cyun m se jyut man dou zi ge,common_voice_yue_31361792
gam gwai naan tai tai dou ngaan dou mung,common_voice_yue_32270083
mou lei jau gam gwaa,common_voice_yue_32270117
m hai dok dou dou jiu gan nei ga,common_voice_yue_32270118
nei gam nin zyun zo hok haau mei,common_voice_yue_31203512
daa ceot heoi jiu cin gam zip ting sai m sai cin aa,common_voice_yue_31203514
keoi wan sik nang lik gam koeng,common_voice_yue_31203516
keoi mat je dou mou se,common_voice_yue_31722245
diu nei mai zoi waan gau ngo,common_voice_yue_31722252
jyu gu tiu jyu hai ci sing ge waa,common_voice_yue_31722255
ngo wui si ga,common_voice_yue_31284778
ngo m zi man zok ze laa,common_voice_yue_31284779
nei soeng tai hei aa gam dou si heoi tai lo,common_voice_yue_31284780
zung sik gai coeng tim wo,common_voice_yue_32058747
dim gaai heoi dou bin dou dou jau nei dei ga,common_voice_yue_32058752
nei go gung zung hou paak maai gwong gou,common_voice_yue_32058755
gam jat ge bei coi sing zik,common_voice_yue_31242673
jyu gu mau gwok zan hai jau sat lik gaau dou hung sik mou gwok gaai ngo zau zan hai pui fuk keoi,common_voice_yue_31242674
keoi hai gei jan jing ji,common_voice_yue_31242675
jyut zi jap min ge loeng waang se zou jat dim jat tai zik hai doi biu bin go bou sau,common_voice_yue_31242678
ngo caa gwo laa go bin zip teng din waa zan hai min fai ga,common_voice_yue_31191877
jau di zi gan bun mou dak gaan faa,common_voice_yue_31191878
zou gaa dim ge ce ding dim ge zau dim hang bin di ging dim,common_voice_yue_31191879
dou hai faat do ci hou di,common_voice_yue_31191880
m gei dak hai mat je ming,common_voice_yue_31205233
ming ciu gou zau fu zi jau gei zoi,common_voice_yue_31205234
ngo dang gei m dou din waa hou maa ga,common_voice_yue_31205235
aai ngaan fan jam zi gaa fe jam ban sin,common_voice_yue_31205236
jyu gu jau jiu kau mai jung tai wun fong on lo,common_voice_yue_31354712
ho saang jau zyu do zoeng hou,common_voice_yue_31354713
ngo zi hai zou go zung gaan jan m zi keoi dei hai mai wui jau gou fai bei nei,common_voice_yue_31354714
si jau wong gai goek,common_voice_yue_31354715
nei wan ge hai bin go,common_voice_yue_31217454
hei mong dak dou ping gwo ge zyu dung lyun lok,common_voice_yue_31217455
ngo zaap gwaan aai keoi zou bei daat,common_voice_yue_31217456
loeng go zi mau zung cing dou soeng ge ji ji hai soeng tung ge,common_voice_yue_31217458
kei sat ne loeng go jam ngo fan m ceot wo,common_voice_yue_31354706
nei go tai soeng heoi zing soeng aa,common_voice_yue_31354707
faat ni fuk tou pin faat zo luk ci sin faat sing gung zan hai faan,common_voice_yue_31354709
dang keoi dei faat jyun go joeng lai gwo lai ngo dei zau hoi gung,common_voice_yue_31354710
tai haa nei go gung zung hou,common_voice_yue_31219562
wong gam hoi ngon seoi soeng lok jyun,common_voice_yue_31219563
wan nei maa faan,common_voice_yue_31219564
so ji tai nei on mat je ding ji,common_voice_yue_31219566
gaan uk jiu bou ci gon zeng,common_voice_yue_31666769
daan nei gei zyu wing jyun dou jiu zyut deoi jim gan,common_voice_yue_31666770
hai jin sat zung ting dou,common_voice_yue_31666771
keoi aa maa goi nei go ming hou ci dang sei maai keoi bun jan,common_voice_yue_31666772
ngo gok dak nei di nam faat hou bat cit sat zai,common_voice_yue_31648401
kei sat nei m sai gam joeng,common_voice_yue_31648403
ngo soeng zi di go ci dim gaai,common_voice_yue_31648404
dang nei m wui zing m gin,common_voice_yue_31648405
keoi dei ji wai zi gei hou jing aa,common_voice_yue_31742541
jat bun lai gong saam go jam hai wui lou lyun jung,common_voice_yue_31742542
ngo caang di zau tai dou nei m zoek saam,common_voice_yue_31742544
sik dou nei hou hoi sam,common_voice_yue_31742546
lo wing hou hai mat seoi,common_voice_yue_31196172
zau dak jat go,common_voice_yue_31196173
tiu lou jau hai pin dei wong gam,common_voice_yue_31196174
zing ji ho ji ting ci siu zyut deoi m ho ji ting,common_voice_yue_31196176
dang zan zung mei gong jyun,common_voice_yue_31664490
ting mui ngo jiu jat di hou leng ge je,common_voice_yue_31664500
do ze nei hou hoi sam gam jat sik zo go san pang jau,common_voice_yue_31664503
m zi wo ngo zing hai zi keoi dei m hai jat cai zyu,common_voice_yue_31664506
nei go zit muk zan sam hou teng ji ce ci siu jan dei hai kei zung jat go zung dim,common_voice_yue_32991061
jiu jau di keoi fan,common_voice_yue_32991143
sou maa m dou jung mei seon ho sou,common_voice_yue_32991191
zau syun jyut jyu mou man zi zi caang dou hai jyu jin,common_voice_yue_32991194
ngo baak dou fuk zai lok lai ge,common_voice_yue_32406326
m hai m zung ji,common_voice_yue_32406401
nei dou ge daai bou fan hok saang gaa ging dou gei hou,common_voice_yue_32406456
jau sing sap baat maan lau laam loeng,common_voice_yue_32406517
ngo jau mou lei gaai co,common_voice_yue_31204314
seng jat waan ting jat jat dou haak waa ngo mou man faa,common_voice_yue_31204315
waa gam nin zan hai hou sai lei wo,common_voice_yue_31204316
ho nang wui wan dou,common_voice_yue_31204317
ngo hai hou ngaang geng ge bat gwo ngo dou hai hou jan ge,common_voice_yue_31613564
keoi ding dou gei do go zung aa naa,common_voice_yue_31613565
ho ji zou nei joeng go joeng mei si gwo ge je,common_voice_yue_31613566
hou ci ngo gam ge hok saang gan bun mou gei go,common_voice_yue_31613568
ngaam ngaam daa hoi teng zo haa m syun naan teng aa,common_voice_yue_31212002
so ji m wui cung fuk ge,common_voice_yue_31212003
nei teoi zin go mong zaam,common_voice_yue_31212004
zi cin m hai ji ging gou haau jyun laa me,common_voice_yue_31212005
ci ci jau go jan zau maai lai keoi ci fu m sik teng ngo dei di waa ngo dei gan zyu dim zou hou ne,common_voice_yue_32991534
sau si leot m dak mou jan tai,common_voice_yue_32991537
bat gwo ngo caa gwo,common_voice_yue_32991570
ngo nam haa baan faat,common_voice_yue_32991683
ngo dei haak jan zan hai tyun git,common_voice_yue_31204570
ngo wui m sik gong,common_voice_yue_31204571
ceoi zo gong gung hei ngo dou m zi gong mat,common_voice_yue_31204572
nei zung cing fong hou zeng soeng,common_voice_yue_31204574
dong san cyu gou wai go zan mou jat go hai haa wai ge jan ho ji goi bin nei,common_voice_yue_31614134
ngo m zi jung jau fu mou ge gam gok hai dim,common_voice_yue_31614138
keoi ho ji cing lei ci zyu go wok ge tong fan tung maai zang sik zang mei dang di zau zing fai faat cai zoi gaa faan di ngau juk,common_voice_yue_31614142
ngo go ngan baau,common_voice_yue_31614143
ji gaa heoi dou bin aa,common_voice_yue_31360716
zan hai ge wai mat je ngo dei naam fong ge jyu jin zau gam bat sau zung si,common_voice_yue_31360718
keoi hai jat go hou sing gung ge hoeng gong jin ngai gaai geoi sing,common_voice_yue_31360719
tung maai zou gan jat joeng nei hou soeng zou ge je,common_voice_yue_31360720
mui zau dou wui gang san ge,common_voice_yue_31743583
ngo gok dak nei go gwaa waa ge caap tou m co,common_voice_yue_31743584
dang ngo gu haa,common_voice_yue_31743701
m zi dou m gin keoi dei jau king gwo gai,common_voice_yue_31743702
ho nang tin saang zau zung ji ling leoi,common_voice_yue_31360403
fei zau haak gwai daai do sou dou hai fai cing,common_voice_yue_31360404
lai baai luk dou jiu soeng tong ge me,common_voice_yue_31360405
sin liu ze zin daa sei mou jyun,common_voice_yue_31360407
jat hau jau gang do jau gwaan jam mou ge coeng sai noi jung wui hai go dou gong maai ceot lai,common_voice_yue_31205242
gok haa hai ji si dai,common_voice_yue_31205243
jat bun ngo hai hoi zoek ge,common_voice_yue_31205244
ni go si hau zau wui teoi ceot jat go biu zeon heoi kwai faan nei di gin gaai,common_voice_yue_31205245
zi jin jan zoeng sam haak,common_voice_yue_31240884
hai ge waa jau gong m tung wo,common_voice_yue_31240885
jan wai jiu jan faat hei gaang do ho ji gong ge waa tai,common_voice_yue_31240886
jin sat jan jan dou zi m sai jat mei koeng diu,common_voice_yue_31240887
so ji mei hok ji ging koek bou,common_voice_yue_31242798
so ji nei hai m hai m zung ji fei din waa keng gai,common_voice_yue_31242800
gong di tung daai zung gaa zik daa deoi toi ge je jat joeng wui bei jan wai,common_voice_yue_31242802
keoi di gaa cin m tung sik hou m tung gaa,common_voice_yue_31242804
mei hai mong hung ngo dei waan haa ze,common_voice_yue_31222737
jat caa go gei luk faat gok zung gu gwaai,common_voice_yue_31222738
cam maan tai din si m gei dak zo,common_voice_yue_31222740
sap go bou gau go goi,common_voice_yue_31222741
ngo bun san hai se sing si gan zyu keoi bong ngo pou zo jam ngok gu nei wui zung ji di,common_voice_yue_31703246
gau laa tan zo keoi,common_voice_yue_31703251
hoi tau ngo zing hai nam zyu tung go tung ming tung sing ge jan jing zoeng soeng,common_voice_yue_31703259
dai jat ci jik hai zeoi hau jat ci,common_voice_yue_31703266
go kyut ding ge pin cap gung sik,common_voice_yue_31355866
zing hai ho ji waa keoi zi gei gaau zo jat tou ping jam m hai jung jyut ping ge biu diu,common_voice_yue_31355867
nei gaa ngo wai hou jau ngo sin zyun dou cin bei nei,common_voice_yue_31355868
sai gaai wai sang zou zik gai zuk zung si cing fong,common_voice_yue_31355869
keoi dei min koeng ho ji wu jung,common_voice_yue_31285642
jat zik wan m dou,common_voice_yue_31285643
seon sik do dou ci sin,common_voice_yue_31285644
dang ngo fong hok zi hau faan uk kei bong nei haa zoi,common_voice_yue_31285645
mei bok fung dak zeoi do,common_voice_yue_32306210
se wui gaai kap fan faa jat jat jim zung gwo jat jat,common_voice_yue_32306211
zeng sin saang cing tai haa m ngaam ge se faat jau bin di,common_voice_yue_32306216
daan hai zung mei paak jyun wo go di,common_voice_yue_32306217
gam gok soeng m hai hou do zaa wo,common_voice_yue_31249993
ping baan bat gei bun hap ji wai jat,common_voice_yue_31249994
mou hok gwo gwong zau waa,common_voice_yue_31249995
hou do jan dou man ngo sip can me ji si zing hai zi dou dung can,common_voice_yue_31249996
nei nam zyu jyun cyun m bei sam lei zeon bei keoi,common_voice_yue_31942342
ngo dou jiu zi gei si haa,common_voice_yue_31942344
ngo go ngan baau,common_voice_yue_31942345
ji gaa zi jau ngo nei di bei baak cin gei sin zi wui maai lau,common_voice_yue_31942347
deoi m zyu ngo go jat m hai jau sam gik nau nei,common_voice_yue_31659762
nei zung nam gan cam jat ge si,common_voice_yue_31659763
ngo gu saam fan zung,common_voice_yue_31659765
ngo dit tyun zo zek goek,common_voice_yue_31659766
nei gam joeng gong je daai gaa wui jau ngaan tai nei hai me zat sou,common_voice_yue_31653298
ngo dei sam zi zung ji tung jat leoi neoi jan,common_voice_yue_31653300
go go dou jiu zou ga laa go go dou pou saai tau,common_voice_yue_31653301
dim ho ji gam ga,common_voice_yue_31653302
ngo jat zou zau hei lai,common_voice_yue_31896130
ngo uk kei gaau lok jiu sik jan soeng leng je,common_voice_yue_31896132
dung naam aa jan ge jing jyu ngo teng gwo,common_voice_yue_31896133
tung ngo hou hing dai zau wai baan so zai,common_voice_yue_31896134
san zou tai zo laa daan go ji sang gwai fo gam leng haak dou ngo m gam zoi heoi,common_voice_yue_31748124
